,color,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
513,#007c30,0.58975047,0.63747066,0.13627765,0.4234128,0.40455303,0.50085133,-0.16551666,-1.1608672,-1.0993177,-0.26367682,-0.7398358,-0.18082888,1.4333543,-0.22603558,0.02862746,0.06200081,-0.67892593,0.8342923,-0.36397424,-0.36570534,-0.14638533,-0.34675395,-0.78729504,-0.45848984,-0.8350121,1.1059003,-0.1647444,-0.29519963,-0.43164644,-0.34150216,0.015064264,-0.49371332,-0.4672278,1.5608346,-0.18574335,0.3817133,0.14902355,-0.09416888,1.0737122,0.33026642,0.5598718,0.7328112,-0.25316122,0.072276905,0.20309553,-0.6554006,1.3578203,-0.74500126,0.2601126,0.38013634,0.8574093,0.010753628,0.15807873,0.43051293,0.39429063,-0.056602538,0.40544996,-0.31944832,0.63233596,1.5800172,-0.15437645,0.45912224,0.09626751,-0.3119898,-0.30765283,0.32626545,0.17184323,0.29055446,-0.24058004,0.5666908,-0.5762129,-0.38838395,0.85283345,-0.14578524,1.0932131,0.16630657,-0.9683353,-0.2385709,-0.58087,-0.47220692,-0.8209642,0.08590416,0.016524227,-0.20421824,0.24339952,0.46064806,-0.47608867,-0.023014368,-0.1676834,-0.010190936,0.21037886,0.8031014,0.20845997,0.051973693,-0.063760996,-0.25451466,-0.67758334,-0.16860138,-0.2730326,0.38235387,-1.2113968,-0.09467891,-0.70788354,-0.20821457,-0.3764838,0.1975547,0.8700644,0.111907914,0.24671473,-0.22370881,-0.29425225,0.9964715,0.11324416,-0.20861046,-0.29781613,0.29225954,0.40169257,1.1862913,-0.34396952,-0.4745734,-1.4000363,-0.19818042,-0.3231362,0.029690018,-0.1804322,-0.56596404,-0.40194875,0.66478145
514,#007c30,0.43367064,-1.3618501,0.83014625,-0.307443,-0.43485183,-0.31794554,-0.16991928,-1.3833797,-0.9342854,-0.8727185,-0.3817686,-0.10911026,0.60233194,-1.10047,0.27659318,0.047768924,-0.6308598,0.35753763,0.12579131,-0.055513848,-0.32092357,-1.0503854,-0.1942204,-0.15056126,0.16237085,0.08602096,-0.2525144,-0.5819648,-0.7174887,-0.49691483,0.73207855,0.2625359,-0.6057549,0.6582808,-0.5513875,0.21712692,0.4012456,0.103924036,1.0918059,-0.05626556,0.23537903,0.7934308,0.11167214,0.797713,-0.26073098,-0.20478004,0.4261454,-0.9416367,0.55683434,0.36426434,0.87054753,-0.1489776,-0.4941714,-0.62534934,-0.15368564,-0.34230182,0.43411395,-0.6561402,0.56064767,1.346879,0.41021782,0.4339053,-0.75784576,-0.15573798,-0.45185393,0.16939585,-0.26916373,0.10291278,0.16440493,0.30673626,0.17056501,-0.11569669,-0.30230063,-0.088453926,0.88100547,-0.5008417,-0.20429006,0.55731624,-0.6238006,-0.056791287,-0.9260155,0.59577566,0.34612307,0.5965533,0.32667845,0.7567547,0.012496676,0.14845388,1.6230714,0.37271675,0.17894337,0.73393756,0.16449924,-0.02429317,-0.791014,-0.58728665,-0.56932473,-0.3275075,0.08531587,1.1108593,-0.10769556,-0.047180958,-0.07049578,0.37866578,-0.22865355,0.3741015,0.25859886,0.18048042,-0.050660804,-0.041977312,0.18928432,0.98670393,-0.31139338,0.39660978,0.44772354,0.42077717,-0.6742037,0.79999703,-0.71699613,0.32426766,-1.0332775,0.34422812,-0.45649537,0.037155874,-0.41716504,-0.5448885,-0.023045504,-0.048458155
515,#007c30,0.26932198,0.65613854,-0.11578925,0.051969007,0.22797015,0.5037537,0.07378998,-0.938556,-1.4449629,0.117028944,-1.0636629,-0.23066613,1.1652459,-0.15721408,0.2838121,0.062246814,-0.41828844,0.6861834,-0.15818888,-0.44644326,-0.33282045,-0.16752166,-1.0451334,-0.25123236,-0.39327487,0.9927319,-0.7535946,0.18203546,-0.17951927,-0.35995084,0.033065088,-0.44253072,-1.2355711,1.1023921,-0.31089982,0.11589193,-0.13125774,-0.11356437,0.75026673,0.07322409,0.46797067,1.0521597,-0.33441055,-0.05365202,0.06880997,-0.8743232,0.673288,-0.4675368,0.14405045,0.22564763,0.4874922,0.31092596,0.44717544,0.83077526,0.13283116,-0.29039672,-0.019637061,-0.3202752,0.8355597,1.9084451,-0.20188761,0.46850199,0.14016995,-0.26604164,-0.18445678,0.79383004,-0.025821008,0.6298085,-0.43500876,0.5710083,-0.5004876,-0.36076438,0.8020883,-0.34117737,0.21364303,0.43654537,-0.49028942,-0.31117645,0.012427653,0.3754372,-0.08284259,-0.03778662,0.028441286,-0.12397006,0.79764897,1.0068302,-0.33035383,-0.10153042,-0.49796617,0.2003771,0.38180137,0.47359723,0.55124325,0.12354461,0.24007583,-0.26680335,-0.55476624,-0.18702087,-0.888397,0.7227146,-1.1769803,0.05230491,-0.27609023,-0.13214374,-0.04484423,0.4253201,0.35587117,-0.024766693,0.285268,-0.23484349,-0.571557,0.8418265,0.021674698,-0.5688064,0.01700271,-0.38882056,0.68398917,0.755542,-0.43600932,-0.22366709,-1.5581408,-0.4926202,0.093608536,0.034051094,-0.13922068,-0.5829887,-0.39094353,0.65816796
516,#dad7cb,0.83987397,-0.27374136,0.37267947,0.28233522,0.46394905,0.16346009,-0.7380523,-0.8559325,0.6820479,-0.6715393,0.3069213,0.29759136,-0.39273706,-0.87648886,-0.23360032,-0.024416551,0.4100512,0.09209111,-0.04279448,0.38106456,0.10269283,0.25249922,-0.1438497,-0.39694566,0.5120303,-0.95455015,0.09964871,-1.0362684,-0.17658639,0.44183844,-0.4173148,1.3172468,1.3774161,-0.020679284,0.11140728,0.5857435,-0.6048525,0.046489,0.518889,-0.4470128,0.0098135555,-0.49105927,0.18981811,-0.31373134,-0.8923623,0.18181406,-0.078229465,-0.46575883,0.16817522,0.35381064,-0.008642867,-0.66996443,-0.21949074,-0.5000948,1.0029417,0.27288282,-0.061766963,0.25360346,0.2633083,-0.017586108,-0.24120857,-0.19573282,0.007544797,-0.9043341,-0.09338851,0.7727577,0.88036174,-0.27528718,0.17051658,-0.100683495,-0.24764974,-0.24840046,0.65040416,0.24170034,1.8899739,-0.4040468,1.0797453,0.9523471,-0.13655274,-1.0181258,-1.005695,-0.3976172,-0.11508033,0.44969788,-0.21523754,-0.037743937,0.5247405,0.18744117,1.0069094,-0.2346311,-0.07630378,-0.7002482,-0.97192174,-0.6270698,-0.06511862,-0.7963188,0.10707327,-0.40501955,0.52067095,1.0199239,-0.35081393,-0.2864515,-1.2706707,-0.4882492,-0.5864835,0.06571019,-0.05261704,-0.57765144,-0.41210356,-0.2946972,-0.4741067,0.14972779,-0.15648614,-0.325747,0.2376855,0.6032297,0.41279313,1.332631,-0.4390556,0.49914223,1.2825919,0.71223557,0.31236067,-0.016955527,-1.0006776,0.29972988,0.38679588,0.20765004
517,#007c30,1.4616486,-1.1188419,-0.2629157,-0.62493175,-0.57568604,0.020938253,0.11364742,0.18573071,0.09934644,-0.2688807,-0.35341576,-0.4596918,-0.3786982,0.17672959,0.39923042,0.109249815,-0.20696262,0.40211743,0.68217,0.10177177,-0.19672735,-1.2546965,0.9214629,0.8330166,0.3375156,-0.28268766,-0.18833117,-0.26699042,-0.7028459,-0.32333678,0.46998248,-0.05140952,-1.0070704,-0.50579005,-0.56966233,0.40627596,1.6809715,0.28146186,0.11557424,0.23495378,-0.39531967,0.12461666,0.46845186,0.4991818,0.44380003,0.04180996,-0.28834552,-0.005194811,0.120550305,0.288835,0.26840127,-0.055240355,-0.43760088,-0.88891536,0.6524521,-0.024294885,-0.59160644,0.21746172,-0.8850085,-0.3728672,-0.7918931,-0.23394296,-0.52933764,0.7747928,0.8487987,-0.0017723212,0.95030886,0.4521057,0.1607666,-0.23263228,0.22337784,0.05715155,-1.7632312,0.4575521,-0.59651464,-0.85949814,-0.66462266,-1.0735757,-0.9503128,-0.07309325,-0.61651444,0.15577975,0.9147131,0.36389142,0.37700137,-0.898097,-0.77568614,-0.04252521,0.86670697,0.4205556,-0.09962298,-0.44509396,0.6229667,-0.22676596,-0.7340123,-0.33755022,-0.13633734,0.7257695,-0.07493108,0.4236269,1.3905833,-0.16173422,1.2969185,0.3454188,0.4216769,-0.6369436,0.27756357,-0.020406403,-0.4991465,-0.12662302,1.1689816,0.11273344,-0.51765436,0.21163599,0.95241886,-0.702171,-0.89457697,-0.8371382,0.5517473,0.123499244,-0.1519185,0.14638914,-0.43709528,0.012637153,-0.2023331,0.31505582,1.1901549,0.04752581
518,#007c30,0.43042353,0.5080425,0.15582128,0.024849903,0.10641948,0.0003153297,0.0007531656,-0.9153783,-1.3891387,0.45222318,-0.42255017,-0.4168118,0.8610283,-0.17303723,0.31835133,0.19848965,-1.2408261,0.41444525,-0.028592208,-0.27047965,-0.19506574,0.39972258,-0.4328714,-0.63081074,0.07382921,0.63823265,-0.21082292,0.27851737,0.022164762,-0.9089412,0.19327731,-0.069187224,-1.1279376,0.2616486,-0.37841558,0.38988987,-0.2438465,-0.16318364,0.4396131,0.7469508,0.12998253,1.0806267,-0.16934864,-0.40533423,-0.13284871,-0.81331736,1.1091008,0.039686065,-0.20357208,0.108268514,-0.534224,0.4271955,0.57352847,1.3859844,0.39251328,-0.097707026,-0.3774747,-0.31512246,0.6579099,1.0052799,0.37770683,0.35909966,0.11815686,-0.14160836,-0.1536738,0.9692993,0.9010492,-0.5772151,-0.28933716,0.15874681,-0.11360914,-0.116579026,0.044786513,-0.13058153,0.08477181,0.71286595,-0.39618078,-0.60170996,-0.52342,-0.6388712,0.5816251,-0.54925984,0.44992903,0.5282796,0.40709665,0.63555896,-0.55466676,0.07811311,0.17523612,-0.081005275,0.52055764,-0.26482785,0.036377616,0.12276475,-1.8790115,-0.117869146,-0.8021199,0.40132016,-0.17728013,-0.053337198,-0.63498414,0.07402794,-0.67420447,-0.11758331,0.4959488,0.5959182,-1.069643,-0.61737347,0.22371647,0.034253534,-0.38972026,0.81658226,0.42556578,-0.3060364,-0.14482194,0.41673443,0.8266747,1.1895905,-0.4095626,-0.29113626,-1.4913934,-0.26983458,-0.075001605,0.029301627,0.05257359,-0.2524142,0.4784777,0.26097956
519,#dad7cb,1.0272671,0.34703022,-0.070435934,0.52005494,0.98392147,-0.17056838,-0.61922544,-0.7274409,0.38505095,-0.07318073,0.08205529,0.26545388,-0.20434894,-0.60125583,0.22661151,-0.0064809746,0.6814038,0.6365914,0.07345161,0.09347074,0.8082478,0.3040722,-0.02551979,-0.5727298,0.27667427,-0.7754668,0.5980166,-1.1382147,0.03057379,-0.59885454,-1.1989071,1.0502704,0.90313214,-0.013149648,-0.10885933,0.83428127,0.3118223,0.024636185,0.1250512,-0.23619096,-0.14184174,-0.6040177,-0.14714392,-0.5938028,-1.0772125,0.28881112,-0.2731989,0.014638775,-0.042379618,0.34184784,-0.49572104,-0.86379284,-0.39985958,-0.2926977,0.9071759,-0.2172197,0.54717296,0.08952084,0.184467,0.1269706,-0.18081737,-0.22113463,-0.30786872,-0.55327076,0.3252565,1.0353483,1.5371686,0.27706835,-0.26857528,-0.29408962,-0.32776943,-1.036904,0.029477913,0.0023640138,1.1757793,-0.29181534,0.79967785,0.7967502,0.32030153,-0.7048389,-0.70274127,-0.48418716,-0.24681996,-0.027693063,-0.2946018,0.027044106,0.48616704,0.15109058,0.880672,-0.31628606,0.010065262,-0.5047306,-0.9590574,-0.44676766,-0.2819283,-0.8112346,0.31063098,-0.38540402,0.7233391,0.5873787,-0.26393804,-0.3330445,-1.0721381,-0.24542408,-0.5293664,-0.0885422,-0.07245086,-0.23255871,-0.66882306,-0.22841993,0.17562295,0.31290472,-0.061450392,-0.14613703,-0.1663226,0.53813815,0.32246095,1.0029346,-0.65447384,0.846503,0.61371875,0.9964932,0.6153556,-0.019120224,-1.2575477,0.033528913,0.33749723,0.6654068
520,#007c30,0.28683296,1.045961,-0.057169124,0.42713282,0.19731504,0.26783806,-0.10314244,-0.8705604,-1.5451971,0.2664589,-0.5471639,-0.26081753,0.9579315,-0.35860658,0.0004425943,0.08402374,-0.32794365,0.4380056,-0.4117739,-0.3093526,0.09441495,0.7548583,-0.92463,-0.20254518,-0.32297584,0.55877143,-0.3263938,-0.39885727,0.08910047,-0.13079523,-0.32954007,-0.53582585,-0.9480205,0.98339504,-0.5086011,0.48078808,0.034726784,-0.26810738,0.21161596,0.54195225,0.25726485,0.35075554,-0.38999116,-0.735959,-0.44761178,-1.0761232,0.85579413,0.25569707,-0.16790907,-0.19345391,0.30340007,0.21256877,-0.082917646,1.3884788,0.5710337,-0.6120108,-0.0320291,-0.38839972,0.9592613,1.8053107,0.23381135,0.194663,0.3416737,-0.098337166,-0.32553232,0.7994279,0.15124707,0.63148487,-0.28685287,0.24863712,-0.5856478,-0.32914394,1.0854697,-0.43992528,0.64266175,0.77471215,-0.077631,0.032307923,0.11369137,0.2937983,-0.12483139,-0.8046127,-0.50438476,0.23195782,0.12170168,0.98226047,-0.18154112,-0.19922028,-0.8298332,0.18128397,0.50951976,0.46131292,0.03473369,0.98137635,-0.9787627,-0.4097947,-0.5119179,0.06913081,-0.21015675,0.8902615,-0.67231655,0.03554295,-0.7496338,-0.31076512,0.36248243,0.7627551,0.00063626363,-0.24908085,0.28684813,-0.21677543,-0.8346009,0.6471247,-0.055890035,-0.34894815,-0.8777073,0.9224788,0.5235629,1.1028138,0.07381015,-0.14756632,-1.7385623,-0.43910304,0.24371742,0.020806948,0.0750887,-0.37610298,-0.41848463,0.5969303
521,#007c30,1.1433645,0.00441316,0.71255,-0.22644818,-0.07984776,1.0167292,-0.21193893,-1.0199592,-1.480852,-0.82383305,-0.5084073,-0.19969653,0.5084252,-0.4497925,0.0055999877,0.22509447,-0.7650069,0.46165133,-0.119358934,-0.19409971,-0.17596777,-0.18515699,-0.039133713,-0.29102436,0.06088127,-0.07105752,-0.7215906,-0.73512226,-0.2610604,0.9318628,0.61895126,-0.09573915,-0.5683848,0.65119267,-0.31098986,0.622392,0.3531033,0.26370823,0.9225405,0.5109394,0.3090606,0.23834525,0.45107892,-0.10546006,0.3500341,-0.32432023,0.6893258,-1.317844,0.70752543,0.4088544,2.350271,-0.49014485,-0.110015795,-0.19729725,-0.015896084,-0.24178363,-0.43944722,-0.56510735,-0.3140181,1.2033978,-0.23283449,0.08762581,-0.115893595,-0.72918195,-0.3748028,-0.3135519,0.4652838,-0.49090207,0.09503477,0.44077283,-0.08181262,0.06360236,-0.2860383,-0.12099533,1.7945608,-0.4151791,0.2837992,-0.15289752,-1.0183048,-0.9511857,-1.3046799,0.67848605,0.6847103,0.2113099,0.23521164,0.22839083,0.06763673,0.076942645,1.1525732,0.99735737,0.0135372365,-0.2101801,-0.121668614,-0.6947178,-0.9351191,-0.6216264,-0.523811,-0.07440062,-0.33509368,0.47388202,-0.5602397,-0.5396414,0.0062907883,-0.02240963,-0.22252233,1.0970212,0.8489316,0.24729377,0.21678263,-0.44687152,-0.3479237,0.35366392,-0.024917336,0.20321026,0.8488938,0.5122465,-0.15854447,1.1425002,-0.8502216,-0.39563316,-1.4824147,-0.22991483,-0.07921073,0.02424178,0.03472528,-0.26688468,0.3743893,-0.06484372
522,#007c30,0.6609217,0.0659651,-0.00896806,0.16925739,0.35885662,0.6485406,-0.18722405,-0.9317519,-1.7393531,0.19024958,-0.71927804,0.08292127,0.79584074,-0.102603585,0.48209664,0.20146455,-0.45743778,0.6758445,-0.5751393,-0.39233294,-0.19634168,0.34155935,-1.026045,-0.106304385,-0.21464783,1.3462416,-0.25694478,0.080820926,-0.4514505,-0.30446866,-0.36862755,-0.53705883,-1.3448039,1.1017646,-0.48534453,0.2580333,0.016169926,-0.14128222,0.56555414,0.53495413,0.17469697,1.1410851,-0.35928106,-0.25663534,0.22612259,-1.1435635,0.844888,-0.10712087,0.06404876,0.53115237,-0.13522945,0.3865767,-0.030602863,0.98951393,1.0127953,-0.33227965,-0.5052727,-0.5123464,0.7802611,1.3104254,-0.1924459,0.36833423,-0.02798707,0.21143095,0.025014373,0.96587044,0.50356627,0.438735,-0.33062586,0.49678475,-0.4221491,-0.5257421,0.45359227,-0.27977383,0.13322659,0.90036035,-0.3211754,-0.4403562,-0.515121,0.1464866,-0.18515238,-0.65081507,0.03714006,0.030720616,-0.12971184,0.7357299,-0.47255313,-0.073148005,-0.16174361,0.12820922,0.3829561,0.63267606,0.29862,0.46775547,-0.81652546,-0.1786429,-0.5830135,0.12729703,-0.70276725,0.6529984,-0.88619965,-0.17524555,-0.29491618,-0.21801971,0.3606766,0.5323679,-0.16139774,-0.09712981,0.13028723,-0.14068356,-0.5390101,0.75639313,-0.073943645,-0.76083255,-0.04220002,0.47886738,0.10157892,1.1252817,0.06768109,-0.10317016,-1.4513187,0.1759454,-0.007860919,0.035294984,-0.600445,-0.5615466,0.1898749,0.5475506
523,#dad7cb,0.7024736,-0.12699494,0.25918087,0.07456777,0.49580652,-0.40555725,-0.57584584,-0.5913926,1.0495529,-0.32160622,0.042304397,0.5917811,-0.2541767,-1.0704119,-0.12778915,-0.13571267,-0.017966717,0.09182042,0.5397914,0.3546001,0.49852577,-0.34609288,-0.13609976,-0.59399927,-0.19871135,-0.64457935,0.0704219,-0.92678344,0.00018310419,0.031245762,-0.7174324,0.90277714,1.3172781,0.16070996,-0.21501392,0.78055114,0.25997114,0.13544159,0.20755665,-0.46867785,0.04778146,-0.840368,-0.11659341,-0.39186117,-0.71007484,0.64242136,0.0072263684,0.30416247,0.41313642,0.40258753,0.115697265,-0.7588392,-0.16525269,-0.32308286,0.28024754,-0.2472893,0.74852747,0.117665574,0.20503186,0.30573606,-0.44395673,-0.2443876,-0.078096,-1.3731452,0.23485394,0.63440627,0.8268349,0.28991342,-0.14468645,-0.09154707,-0.37421384,-1.2433561,0.7913938,-0.057844218,1.6059049,-0.77483493,0.7538471,1.3443241,0.33375427,0.021146756,-1.1724176,-0.5042108,-0.44841933,0.25812784,-0.085112624,0.34176892,0.2549902,0.31380904,1.170777,0.27276742,-0.10643171,-0.030923884,-0.6421286,-0.70684975,0.17301223,-1.2705992,0.025226424,-0.26159787,0.56811744,0.8422239,-0.22684932,-0.12788998,-0.85784405,-0.24116252,-0.68838966,0.26259887,-0.15275136,-0.058600206,-0.5914265,-0.11760825,-0.19056852,0.25667122,-0.3935654,0.19700946,0.4020861,0.8721393,0.28498602,0.86678153,-1.0831034,0.1959457,0.5922973,0.16907902,0.6145368,-0.012159623,-0.9991992,0.09662067,-0.19509065,0.5714076
524,#dad7cb,1.0341434,-0.116313815,0.1280032,0.47027555,0.7443067,0.030289292,-0.76329315,-0.8036218,0.57513726,-0.21507417,0.30366522,0.2735876,-0.3461886,-0.5522032,0.1098811,-0.034368813,0.79468083,0.1690207,0.24783055,0.30787385,0.33413136,0.20175306,0.118607484,-0.13107562,0.0615254,-0.5340972,0.2313089,-1.1529716,-0.054405842,-0.26023442,-0.8032597,0.95336246,1.0906457,-0.22672328,-0.16030507,0.93667746,0.3208798,0.063919514,0.18920296,-0.08986393,-0.031152317,-0.6435506,0.06061411,-0.51373684,-0.7598181,0.23839155,0.13911733,-0.14714596,0.07889315,0.5192115,-0.1689689,-0.9240338,-0.30844748,-0.527216,0.95338124,0.0704001,0.32021943,-0.12858959,0.19673128,-0.055057824,-0.24510312,-0.3238838,-0.22576502,-0.8588772,0.2647124,0.8767472,1.3290495,0.33258432,0.079391494,-0.07903447,-0.18133134,-0.72553366,0.29095104,0.399217,1.6252981,-0.58341056,0.883631,0.60247874,0.1374491,-0.77358335,-1.1085643,-0.69518775,-0.31612846,0.5427711,-0.3968104,0.11191111,0.24248022,0.19271,0.9956685,-0.44388837,-0.045721322,-0.62426484,-1.0950736,-0.55788416,-0.31093362,-1.3173242,0.03767691,-0.18986471,0.89796335,0.7316186,-0.21609505,-0.24294627,-0.9493996,-0.37170175,-0.51787084,0.19173196,-0.003176885,-0.7282667,-0.6215841,-0.13952793,-0.105779015,0.530123,-0.25629202,-0.058776494,0.15694945,0.6226552,0.17407441,1.344043,-0.88401526,0.50129604,0.41977164,0.36008003,0.39705625,-0.010867352,-1.1802311,0.13448787,0.53961796,0.32806784
525,#007c30,0.49677402,0.27909395,0.25009823,0.50215405,0.2398855,0.19092964,0.022781983,-1.2286257,-1.0877442,0.1266435,-0.8087907,-0.6780481,1.0477365,-0.16288015,0.39195788,0.22197096,-1.218387,0.9758464,0.043849368,-0.42986804,-0.08967805,-0.4071989,-0.3766215,-0.89674467,-0.31894943,0.79352283,0.2687689,0.19204998,-0.5229228,-1.2650322,0.28326574,-0.35727093,-1.0752785,1.0721596,-0.28396082,0.19745088,0.48210928,-0.065449566,0.8968252,0.506296,0.29649094,1.0997614,-0.1819211,-0.013408282,-0.36756507,-0.6677783,1.0851759,-1.5982105,-0.019363739,0.64004755,0.24256036,-0.2116597,0.40989766,0.286487,-0.0068039466,-0.118684225,-0.20167755,-0.25550267,0.5510826,1.3899273,0.22865479,0.6244358,-0.04115719,0.08270937,-0.21765737,0.8389622,0.6866508,-0.06651305,-0.3960686,0.4004691,-0.16881886,-0.34341702,-0.1386578,-0.20761041,0.447734,0.24114889,-0.82333666,-1.1173934,-0.67940927,-0.94619197,-0.18373157,0.3536532,0.5657968,0.19582205,0.7948858,0.37350306,-0.50975025,0.1191282,0.3824023,0.1349165,0.44199166,0.08455896,0.2045366,-0.10797181,-0.9301224,0.2058526,-0.5067177,0.10704378,-0.20241264,0.13354358,-1.0793312,-0.14988248,-0.37758905,0.060124416,0.04150558,0.5605543,-0.22218616,0.07366945,0.2072422,-0.24163464,-0.01646566,1.0044942,0.45323056,-0.29147398,0.19605072,0.048022218,0.7449569,1.0205365,-0.23103438,-0.3553789,-1.6337327,0.11203713,-0.22491476,0.037739296,0.042848147,-0.5490873,-0.17705782,0.40089276
526,#007c30,0.69118196,1.1203108,-0.0695052,0.51679647,0.5366069,0.062024172,-0.0054253833,-0.9766304,-0.6531774,-0.018285673,-0.3505037,-0.29849854,1.3753282,-0.6583226,-0.09975575,-0.08618027,-0.749537,0.2824863,-0.33806396,-0.24558555,-0.05940674,0.6961854,-1.3089614,-0.36283907,-0.92237616,0.43746525,-0.23287465,0.3434764,0.253841,-0.29007557,0.13073483,-0.18693824,-0.61346364,0.5802584,-0.3184274,0.74478465,-0.60417444,-0.16420232,0.5008654,0.4804589,0.5974188,0.50279695,-0.19884439,-0.3559993,0.7479408,-0.72781336,0.8166978,0.02246632,-0.8378081,0.12677749,0.5306637,0.3595307,1.081374,1.2385842,-0.13615105,-0.15512308,0.34864125,0.33998388,0.21126437,1.2736632,0.20197025,-0.05265475,0.24239908,-0.70883155,-0.4429035,0.46467257,0.53297335,-0.1992029,-0.109594114,0.96479285,-0.4536738,0.2132854,0.9905423,-0.008015072,0.9680201,0.76537097,-0.41171154,-0.37462926,-0.37549737,-0.7868573,-0.4769055,-0.48919415,-0.1267002,-0.3495813,0.47265553,0.9443187,-0.60810184,-0.14998563,-0.51905614,0.31597808,0.19500771,0.7753609,0.025480598,-0.30858895,-0.57288545,-0.7902135,-0.72678846,-0.07474799,0.165153,0.26412648,-1.0856491,0.22447617,-0.82026565,-0.35916367,-0.33294246,0.6606549,-0.105982,-0.124845766,0.42875218,-0.29419434,-0.9336527,0.71028876,0.18647076,-0.34425426,-0.39934358,0.21831627,0.81302744,0.98618644,0.49646425,-0.4824643,-1.2400302,-0.46854386,-0.05435014,0.015701557,0.09808761,-0.16117214,-0.934563,0.7584733
527,#5ab4ac,1.1020365,-1.1390184,0.09761983,0.80438554,0.117204465,0.13863571,-0.94786847,-0.1164387,-0.4616945,-0.035764128,0.085401095,0.719556,-0.42171183,-0.8775551,0.19086558,-0.13199149,0.9780461,0.052102126,0.20321222,0.41633293,-0.24448593,-0.33046907,-0.21942782,0.7846708,-0.17759603,-1.3013071,0.06857627,-1.0254352,0.02504434,0.4053624,-0.85080653,1.0060974,0.61484575,-0.9087046,-0.45220825,0.84909916,-0.26040313,0.09343734,-0.19713123,0.42951941,-0.2163913,-0.27435762,0.6198646,-0.24182783,0.050062817,-0.031642698,-0.08035767,-0.34648532,-0.10540126,0.59366536,0.33560243,-0.48302835,0.02109561,0.18079697,1.8216989,0.11999888,-0.44963145,0.20371903,-0.42266604,0.056085497,-0.63388216,-0.61195755,0.66398996,-0.5752771,0.09127367,-0.0744539,0.80568373,0.85790926,0.30273348,0.98388845,-0.22798896,0.581299,0.8497303,0.31698593,0.67879444,-1.2988846,-0.10173434,0.07132921,0.57863265,-0.035420917,-0.48839787,-0.8634535,-0.47849017,0.65017337,-0.4405284,0.82578427,-0.6738049,0.085920684,1.156066,-0.18205397,-0.15750644,-0.83744514,-1.0155724,-0.3752727,0.03176217,-0.9794865,-0.094601244,0.2775324,0.0020898879,2.4283845,0.6950063,-0.13128164,-0.09177458,-0.5666822,0.07041498,-0.14841852,0.043417968,-0.9936685,-0.6055681,-0.391602,-0.6115864,0.23434563,-0.28528437,-0.11709432,0.2755545,0.45502067,-0.2002095,-0.0013703291,0.9888003,0.03594118,-0.36861634,-0.4285279,0.7332451,-0.0043338253,-1.0882778,0.8497137,-0.32872444,0.061817113
528,#007c30,1.3303257,-1.3531053,-0.20175304,-0.50465745,-0.1744189,0.48066673,-0.3668804,0.2840668,-0.15394382,-0.668807,0.0073412233,-0.18825814,0.12246311,-0.47823083,0.46879473,0.0018994315,-0.21899056,0.76681864,0.07421911,0.17296489,-0.44397783,-1.2965928,-0.14663494,1.3059092,-0.31347868,-0.08188309,-0.37098137,-0.30485323,-0.20087895,-0.2345732,0.38844445,0.20500085,-0.9410374,-0.80425704,-0.4390264,0.37151504,0.5642784,0.17346673,0.02245215,0.013537002,-0.17491981,0.6915929,0.17691365,0.32037047,0.5763587,-0.081168644,0.30862066,0.066898316,-0.09447053,0.9439453,-0.10690655,0.3395149,-0.027848717,-0.41422492,2.0062895,-0.101452254,-1.0481625,0.35773247,-0.31883222,-0.3912805,-0.5357143,0.04886956,-0.037400473,1.0020336,0.690284,-0.047901183,1.2608452,-0.176087,0.25611657,0.29017842,-0.14128281,0.59614277,-1.7117803,0.354109,-0.21775907,-0.65836066,-0.4848646,-0.682606,-0.8059971,0.21395813,-0.16243368,-0.25588083,0.6207496,0.3421969,0.24129368,-0.59793156,-0.83002365,-0.087045036,1.0283012,-0.26385674,-0.18808793,-0.24799404,0.22987099,-0.18082017,-0.9404576,-0.6625625,-0.35142985,0.6472027,-0.52075505,1.1494946,0.93611556,-0.31366348,1.4804835,0.020622462,0.21482621,-0.57214046,0.12667155,-0.3504262,-0.3191608,-0.083437696,0.4015077,-0.01125553,-0.56449753,-0.60426927,1.0253932,-0.92545545,-1.0962543,-0.026238983,1.2120042,0.119238526,0.15843423,0.15579914,-0.55542606,0.01861996,-0.5727837,0.70306855,0.9084605,0.049741883
