,color,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
195,#007c30,0.08813735,0.48401004,-0.3491091,0.4765475,0.17717002,0.23802228,-0.18005742,-1.09398,-0.53950536,-0.0111707775,-0.88339233,-0.31601906,1.2832851,-0.095682114,0.30065817,-0.037028182,-0.41546744,0.9451272,0.15951414,-0.18453486,-0.011035367,-0.63326824,-0.84622633,0.03861428,-0.08048314,0.9996435,0.16868028,0.1831903,-0.54909664,-1.2484246,0.07034812,-0.54560757,-0.9802133,1.0106208,-0.52098256,0.4199122,0.5607933,-0.12095193,1.0541111,0.19174974,0.17329039,0.64858913,-0.24348709,0.10307452,0.22108246,-0.4783298,0.6406362,-0.3249072,0.025555694,0.37203708,0.8636483,-0.0866632,-0.5230453,0.43539843,-0.3303381,-0.4178082,0.64839417,-0.27941138,0.38116947,1.3869909,0.23703392,-0.060070984,-0.6377354,-0.70344645,-0.121737204,0.54755974,-0.1937776,1.3418106,-0.31495532,0.87762654,-0.26539305,-0.6248456,0.03174094,-0.29395732,0.36727804,0.2736958,-0.6344593,0.09558459,-0.019860607,-0.47160628,-0.6375418,0.16201256,0.031505734,-0.31301868,0.5095216,1.1078835,-0.75585407,-0.05811878,0.06362294,-0.22272211,0.3489712,1.2697344,0.3863779,-0.6065855,0.16602209,-0.5669896,-0.58398014,0.017972667,0.22752929,0.94723916,-0.79818606,0.2934923,-0.22947055,0.08920969,-0.43854955,0.39594492,0.60774755,0.67552215,-0.0010445454,-0.22745508,-0.47259843,0.9988995,-0.26133037,0.020583175,0.100607276,0.1783822,0.1335787,0.38252333,-0.9651046,0.00042354208,-1.6195614,0.1031745,-0.45145127,0.028295781,-0.18196736,-0.72754157,-0.2933602,0.8281866
196,#c4481b,-1.1412405,-0.5590276,0.7445648,-0.0077100005,-0.86612874,-0.9214666,0.109439194,0.578588,0.39034656,-0.54985845,-0.07673878,-0.06492327,-0.10884904,-0.80216974,-0.8613208,0.03938921,0.22492626,0.075961195,0.11306516,-0.32103464,-0.4762303,0.39731902,0.88061833,-0.017348947,0.52834105,-0.018487565,0.8537502,-0.35549244,-0.7166057,0.037074786,0.34341508,-0.049395222,1.1105441,0.5276185,0.17542,-0.15355363,0.22555137,0.007856464,-0.11661351,-0.02197792,0.023442514,-0.59913343,0.29955968,0.36688122,-0.58510226,0.21321057,-0.29814956,-1.1599287,0.3804645,-0.08949853,-0.2771146,0.09745562,0.14507675,-0.88367957,-1.4898286,-0.16913246,0.2063245,-0.56486404,0.17935538,0.2229814,-0.5429385,0.73958343,-0.06109763,0.11341159,-0.4707272,-0.44860223,-0.70759195,1.6747391,0.28187636,-0.21252376,0.34495097,-0.20748594,0.5410327,-0.053718135,1.2799481,-0.72102535,-0.38425258,-0.23200329,1.26648,0.8897955,-0.57423574,0.6160867,-0.77205944,0.4681372,-0.73838824,0.29708767,0.5349286,-0.050370857,-0.06530604,0.98577327,-0.040041525,-0.30356783,-0.07456128,0.9823536,0.3514786,0.2454809,0.15249544,-0.1848322,0.2847668,0.69882256,0.58122134,-0.06402346,0.67330945,0.10959043,0.1262718,0.5662566,0.2100861,-0.28888914,0.15891846,0.057753563,0.65007603,0.3082836,-0.47530377,0.14204971,-0.6433722,0.18904176,-1.5037912,-0.28969502,0.8183393,-0.37769485,-1.1462004,0.4114368,-0.036605943,-0.011148078,0.42509955,-0.18500601,-0.9236848,-0.99600875
197,#005293,0.9291903,-0.7822059,-0.13613532,-0.70226246,0.20229933,1.1737492,-0.28822425,-0.51078904,-1.908472,-0.49056935,-0.39125744,-0.23441584,0.7752803,-0.5646477,0.107163854,0.23041515,0.22959587,0.92023695,-0.4712723,-0.4126483,-0.08678668,-0.6040137,-0.7442405,0.7509832,-0.5846306,0.7648872,-1.1785046,-0.17966521,-0.39797035,0.59799194,-0.09533981,-0.12054393,-1.2766426,0.7929208,-0.38374647,0.13657863,0.15646587,0.05502052,0.8152725,0.1008167,0.060108192,0.98907167,-0.120100036,0.063251026,0.43985873,-0.78117186,0.718676,-0.031455763,0.2757367,0.5855726,0.4738027,-0.10385426,0.3661634,0.2632893,1.6120527,-0.46401253,-0.3520603,-0.53567094,0.94802266,1.1942145,-0.8013535,-0.2987432,-0.4493427,-0.21484327,0.23501916,0.36553237,0.8187377,0.3387134,0.17543937,-0.08599566,-0.39219826,-0.09857881,-0.40654233,-0.111642785,0.6658829,0.05120671,0.5331748,-0.007176773,-0.5931762,0.17914821,-0.47000062,-0.04207903,0.11398434,-0.16362368,0.18316609,0.5922164,0.02623243,-0.04931557,0.70088226,0.48155725,0.2205193,0.21878709,0.16073363,0.61562616,0.12580433,-1.5511103,-0.33390754,0.14307189,-0.4925092,0.9363043,-0.72752374,-0.31414717,0.19181454,-0.13993528,-0.089239776,0.3661805,0.84194815,-0.45524648,0.06643482,-0.070577085,-0.49433136,0.69466656,-0.49578148,-0.9833157,0.10054137,-0.90400016,-0.415774,1.0503365,0.5121293,0.09778223,-0.8351396,0.080813825,-0.21233636,0.027822822,-0.68126124,-0.11210023,0.51176494,0.26460922
198,#007c30,0.73006356,0.55948544,-0.04983086,0.3084348,-0.05667381,0.2357282,-0.2004475,-1.6206142,-0.9488132,0.2188796,-0.3718077,-0.47212014,1.5149292,0.41400003,0.14978004,0.09718628,-0.5808729,0.04725778,-0.2211939,-0.38737217,0.0315273,0.61287904,-0.82221234,-0.5141763,-0.38040182,0.9846487,-0.47482082,0.2588225,-0.6676259,-0.5405827,-0.07876483,-0.4624515,-0.7471986,1.2238173,-0.4931559,0.3223862,0.12196815,-0.048612542,1.4715708,0.6460401,0.18363985,0.7239902,-0.082169876,-0.0626818,0.727363,-0.9314088,1.1503035,0.23666804,0.0367997,0.047367077,1.0305264,0.067784354,0.020490708,0.6984454,-0.50138456,-0.10737802,0.6342765,-0.462721,0.2575374,1.2730933,0.085718825,-0.13266017,-0.23391227,-0.78658193,-0.25864297,0.5358332,0.1311967,0.46430174,-0.10142017,0.74338734,-0.22367033,-0.9504509,0.64411724,0.078851596,0.87498325,0.34478813,-0.37141702,0.0472034,-0.7593501,-0.9451792,-0.57383126,-0.26021942,-0.031788513,-0.26542974,0.17046858,0.9219197,-0.6843455,0.037439447,-0.12859438,0.029137686,0.26519063,1.1578985,0.5102981,-0.1723141,-0.39413735,-0.6615438,-0.6112073,0.18799505,0.30751875,0.13328099,-0.78628635,0.25554043,-0.77820367,-0.26217744,-0.30410704,0.5765192,0.40881023,0.4516585,0.05499018,-0.22530931,-0.49382183,1.0688545,-0.19632047,0.24905646,-0.40320456,1.0607133,0.34802216,0.67500186,-1.5679605,0.03061396,-1.36,-0.022860648,-0.26585692,0.028338715,-0.49303687,-0.68664014,-0.2756384,0.7218404
199,#007c30,0.0507323,0.1909523,0.57171214,0.069710456,-0.19644858,-0.069706246,-0.12057923,-0.7171529,-1.64215,-0.21356072,0.1954123,0.025567815,0.31152725,-0.3243361,0.39789826,0.081081785,-0.88147193,-0.091496095,-0.11975971,-0.17943007,0.09802386,0.42410502,-0.4503882,-0.05398077,-0.9534524,0.840645,-0.41399312,-0.2831275,-0.24556637,0.46075064,0.2337487,-0.45077085,-0.64099556,0.1321121,-0.669377,0.5320219,-0.08217895,0.14446823,2.1123092,-0.10002388,-0.037411667,0.25432652,0.13905376,-0.3875087,0.6294572,-0.49813107,1.3336911,0.03464624,1.0493969,-0.16431898,1.267537,-0.111243054,0.3957484,0.4313405,-0.5432603,-0.55995077,0.7389773,-0.52512056,-0.20944221,0.4348308,-0.30623645,0.2637501,-0.58268267,-0.42612246,-0.27653232,0.6901355,-0.34452677,-0.36299068,-0.13249917,0.09018298,-0.15092349,-0.3813229,-0.7616054,-0.48024532,1.5411099,0.57436365,0.37858528,0.97050464,0.2416714,0.30192143,-0.6048958,-0.14290705,-0.39703256,0.141385,-0.33573958,0.8498472,0.30248654,0.001200093,0.35977513,1.2261306,0.22692658,0.5732676,-0.112684466,-0.21200572,-0.3621697,-0.6067034,-0.71648014,0.22908641,0.26670274,-0.7078125,-0.8309521,-0.18371557,-0.16110526,-0.015668653,-0.5108309,1.3020232,0.23774785,0.6097605,0.2948784,-0.26876125,-0.87302095,0.2921138,-0.14436445,0.3849791,0.012147955,1.4779531,0.54205287,0.6713827,-1.5351207,-0.33517236,-1.295735,-0.15053327,-0.13768817,0.020731708,-0.12809464,-0.44496888,-0.23349963,0.036403652
200,#007c30,0.55388004,0.2663057,0.114546165,-0.30394188,0.06292083,-0.250244,-0.182664,-1.1160897,-0.2917336,-0.3541719,-0.52341765,0.06467794,0.94355416,-0.21983229,-0.27545348,-0.10085013,-0.73388314,-0.2935988,-0.09737694,-0.14719181,-0.42191768,0.4905911,-0.93929213,-0.28704396,-0.57553,1.3398746,-0.36146817,0.59937525,-0.30718935,-0.09816438,0.3086759,-0.51158005,-0.07311052,0.7857891,-0.23068579,0.42732644,-0.39862522,0.00033573242,1.1588458,-0.17583042,0.33853802,0.599994,-0.079032704,0.63423747,0.91071993,-0.48894697,0.5932551,0.36868516,-0.2600444,0.29665244,1.0500187,0.507884,0.73767126,0.3008682,-0.9876164,-0.3514882,0.48806205,0.026037265,0.0064868517,0.85884637,0.16299716,0.19688414,-0.5628725,-0.98142993,-0.0661152,0.5357209,0.049986664,-0.12967063,-0.11236932,0.92256284,-0.048846185,-0.6404566,0.6337153,0.3443188,0.8518238,0.5748246,0.1677987,0.73158073,-0.61087835,-0.46708575,-1.0171764,-0.3231748,-0.17190516,-0.70668715,0.03501458,0.7484111,-0.46972793,-0.037136205,0.22523786,0.20047082,-0.029680835,1.707043,0.35265964,0.06669363,0.39168665,-0.9210362,-0.67438495,0.09196952,0.12702242,0.36085305,-0.84090054,0.31993425,-0.58629584,-0.06766433,-0.62756944,0.5370778,0.54200876,0.39156416,0.18716617,-0.08364736,-0.55631405,0.4927245,-0.47651264,0.2661596,0.016124442,0.5969271,-0.2078612,0.6242084,-0.90824145,-0.43051466,-0.68255794,-0.19046095,-0.43140173,0.019605879,-0.37884378,-0.41731223,-0.7318716,0.5183215
201,#c4481b,-0.11427057,-1.1736711,0.9602733,-0.4813645,-0.9207028,-0.5550032,-0.18404776,0.19703639,0.50439525,-0.65472615,0.2928157,0.3611112,0.03679424,-0.8366775,-1.0422473,0.1293297,-0.19444908,-0.2997846,-0.24909902,-0.53854084,-0.3928559,1.083469,0.9663475,-0.39632043,0.057535313,-0.116976544,0.8807303,-0.39770034,-0.89298815,0.81837374,-0.30878082,0.3372351,0.96556145,0.7028162,-0.029148327,-0.15905793,0.057891786,0.26001772,-0.18189465,0.18858872,-0.11054237,-0.34112537,0.46152452,0.35942653,-1.0295013,-0.09688253,-0.27363598,-0.9848134,0.5130609,0.16840205,0.38018128,-0.23961653,-0.47764626,-0.8444779,-1.2492117,-0.1678707,-0.6766125,-0.9581662,-0.19590469,0.47902733,-0.4543633,1.1453402,-0.05242906,-0.0987259,-0.28212118,-0.41403764,-0.05162977,1.673358,0.37458706,0.14293481,0.6065692,-0.19912861,0.8431824,0.39020613,1.2534801,-1.044499,0.22983551,-0.23736553,0.6533852,0.79350626,-0.44958648,0.082573116,-0.7939246,0.6486289,-0.61804533,0.6100239,0.99936545,0.1747135,0.61009216,1.4239432,-0.15617636,-0.44773808,-0.27156493,0.29175204,-0.42843962,-0.6966035,0.32710746,-0.057986867,-0.15313986,0.94815457,0.59289515,-0.15528886,0.17870557,-0.055278666,0.16748011,0.9405057,0.06577317,-1.1451257,-0.032981392,-0.050400198,0.36784542,0.33761904,-0.2616033,0.24268466,-0.69085276,1.3090773,-1.6452745,-0.38368645,0.0702423,0.20648462,-0.7230215,0.41439208,0.43753827,-0.00022924053,-0.32439232,-0.040235743,-0.5036168,-0.8757801
202,#005293,0.27229583,-0.0045550177,0.4945579,-0.4092094,0.18817322,0.6381406,-0.053901598,-0.2189116,-0.9721301,-0.71373874,-0.58442193,-0.11625262,0.7342406,-0.6469869,-0.41801733,-0.011631238,-0.3252551,0.020925416,-0.50103056,-0.6092241,-0.37986547,0.2450677,-0.5785268,-0.24034332,-0.7679571,0.9468978,-0.54451436,-0.42729896,-0.23732498,0.9175193,0.032856513,-0.15450233,0.43165892,1.219622,0.035491027,0.21851642,-0.45402065,-0.029359493,0.7496292,-0.035733264,0.4970936,0.25497591,-0.3133492,0.3306677,-0.28450853,-0.11312258,0.8177294,-1.1724368,-0.09437343,0.2988316,0.83889836,-0.024385814,0.47556627,-0.1789938,-0.22654435,-0.2638733,0.709944,-0.008503263,0.66164935,1.5071012,-0.5543995,0.9016417,-0.2975852,-0.3283485,-0.45664883,0.28060907,0.06159446,0.6456767,-0.051079832,0.52129,-0.5138768,-0.64080507,1.2953187,-0.107868694,1.706531,-0.17883937,-0.15459155,0.5018079,0.03293568,0.077586226,-0.795857,0.3393374,-0.3745731,-0.2866039,0.09376805,0.6785767,0.4035832,-0.06401273,-0.3086113,0.3667531,-0.06436389,0.6663471,-0.26689255,0.4647091,0.7142289,-0.62305975,-0.2272461,-0.71004003,-0.5003572,0.7049216,-1.0679988,-0.01076269,-0.64046884,-0.142429,-0.6714996,0.43501398,1.0218014,-0.0041193087,0.20974708,-0.085970126,-0.32963634,0.16681874,-0.09893695,-0.34461635,0.019259444,0.33875382,0.11433784,1.4467926,-0.22161624,-0.1740817,-0.55698,-0.58592206,-0.30820304,0.018546226,-0.09409518,-0.34576508,-0.40320256,-0.013125069
203,#007c30,1.6897299,-0.5736374,-0.40734178,-1.0985466,-0.41903687,-0.04397858,-0.0692993,0.13043374,0.38652822,-0.3068876,-0.26524633,-0.4726569,0.115839124,0.20701389,0.5393666,-0.05469691,-0.25107962,0.34932888,0.5901499,0.1598285,-0.30028775,-1.4679536,0.29733238,0.6574956,-0.051298812,-0.3290742,-1.0053315,-0.13260551,-0.5065618,-0.5039991,0.53673124,0.22120972,-1.2893877,-0.27723902,-0.45725685,0.5148665,1.25191,0.10142466,0.19340836,-0.054629747,-0.31222102,0.38335297,0.35088244,0.8527456,0.8638632,0.06990516,-0.31033984,0.8074023,-0.22767678,0.35967308,0.32599524,0.5351739,-0.60224974,-0.7902129,1.1744108,0.28035176,-0.17777711,0.79977417,-0.5130587,-0.54250705,-0.5110772,-0.16314241,-0.65566283,0.42971486,0.9169672,0.22866696,0.90743864,-0.6471563,0.087092996,-0.28248897,0.09411892,0.07796966,-1.7213944,0.5243077,-0.94241345,-0.43880162,-0.35928085,-0.7107504,-1.1667888,0.057106357,-0.35570762,-0.15446253,1.2089069,0.27834702,0.99917036,-1.0120703,-0.5303344,-0.10711135,0.9713799,-0.1584319,-0.23873618,0.3348329,0.56246287,-0.36959913,-0.6366129,-0.5830656,-0.2788174,0.46490642,-0.08308597,0.22812888,1.088893,0.007834556,0.5674842,0.3209302,0.11986887,-1.1728039,-0.019438682,0.29926604,-0.53322953,-0.009165398,0.5295841,-0.052360103,-0.31020275,0.028948233,1.262991,-0.76306915,-0.673415,-0.2971976,-0.044051643,0.34383467,0.84604675,0.020823505,-0.60854435,0.016193246,-0.33138552,0.29908183,0.90876883,0.5218815
204,#d64c13,0.37987027,-0.53621495,0.1945638,0.38039166,-0.005938448,0.61484617,-0.8869646,-0.5376514,0.032057047,-0.3279904,0.46168032,0.16172329,0.0050337687,-0.7928209,-0.28060102,-0.13124089,0.75746655,-0.033388056,-0.31768215,0.17161794,-0.37510276,-0.063445136,-0.097302,-0.032810755,1.2408779,-0.6518342,0.13445094,-0.20715164,-0.67243356,-0.047041558,-0.43259007,1.0880523,1.4183024,0.54895175,0.37920803,0.39254293,-0.61045265,-0.18424417,1.1067291,-0.27412978,-0.07317657,-0.13380148,0.20740132,-0.13361858,-0.7067729,-0.3212034,0.14339526,0.19411843,0.28899667,-0.39287886,-0.1579232,-0.29126564,0.39216483,-0.19299829,0.62630427,0.5027373,-0.41243228,-0.090878904,0.46603572,0.070109986,-0.6024413,-0.5545039,0.48249987,-1.1767738,-0.15360591,0.43553782,0.4218351,0.9962011,0.4295223,0.32314295,-0.0018673629,-0.3848641,1.1371053,0.21686552,1.3916526,-0.11402877,0.42982212,0.25506273,-0.21204323,-0.56764376,-1.221089,-0.01315856,-0.616194,-0.2525188,-0.7269932,0.578999,-0.428683,0.1921086,0.61969215,-0.11394524,-0.20505641,-0.7090131,-0.53828067,-0.35205132,0.37251964,-0.19325277,-0.12802684,0.009394191,0.6398622,1.4908912,0.044739697,0.039849225,-0.79413205,-0.71012837,-0.29553905,-0.1778777,0.37468824,-1.2975826,-0.6183176,-0.09973951,-0.8251294,0.34130043,-0.67897606,-0.4992133,0.17002831,0.4407391,-0.084272146,0.36409006,0.5758803,0.29488096,1.0340581,0.78408295,-0.08615551,-0.0095901145,-1.1254216,0.3379171,0.725454,0.37345394
205,#c4481b,0.0680728,-1.7786744,0.5001309,-0.6309542,-0.8770695,-0.0357288,0.018019257,0.047662046,0.05700106,-0.6742875,0.2579652,-0.26723504,-0.06429883,-0.33083183,-0.51805973,0.25421518,-0.6489331,-0.43680173,0.2165293,-0.40388596,-0.027636698,0.52616334,1.2090862,-0.38716975,0.538538,0.371089,0.36005673,-0.380937,-0.9784111,0.5250388,0.37332025,0.35991305,0.26784003,0.5745885,-0.34585935,-0.0964492,0.8787416,0.3494606,-0.41297844,0.33724013,-0.4341099,0.07545041,0.39080092,0.5428629,-1.6272882,0.0122770015,0.42168108,-0.7864733,0.5202176,0.0135102775,-0.059468646,-0.9995624,-0.7535914,-0.9382091,0.08012598,-0.29565743,-0.27301174,-1.2973763,0.15162396,0.011233224,-0.261901,0.83550173,-0.44033548,-0.12628107,0.006810006,-0.2448864,0.37941822,1.2764155,0.2618829,-0.36372113,0.38074076,0.16550006,0.26058725,-0.17635554,0.9997439,-0.8059516,0.22462173,-0.3360967,0.60593414,0.85798675,-0.6083186,0.11203528,-0.511362,0.8934427,-0.14756106,0.4873137,0.7106087,0.33077425,1.3573864,1.0030786,0.086769596,-0.97170377,-0.4066752,0.32323918,-0.49189338,-0.4993327,0.11578072,0.4389794,0.15757976,0.103424825,0.70036364,-0.40144485,0.20775692,0.1990793,0.15370777,0.53183657,0.14074963,-1.3142273,-0.28211117,0.21920797,0.70241255,0.53762203,-0.25226268,0.28458813,-0.15550861,0.50934964,-1.0406073,-0.2121845,-0.19141518,0.2841738,-0.90250254,0.44005176,-0.2274079,-0.0012444656,-0.0426323,0.11354165,0.26421535,-0.9988185
206,#007c30,0.31723234,-0.34333685,0.26136637,-0.39446533,-0.051687047,0.58921826,-0.16597874,-0.9315205,-1.1613647,-0.010593535,-0.49798447,-0.23356318,1.0676484,-0.5120604,0.23673324,0.07988333,-0.74177146,-0.021318862,-0.19018914,-0.31467673,-0.18246864,-0.106061906,-0.92267805,0.10273928,-0.29504037,1.225548,-1.1662513,0.2239479,-0.43876314,-0.30552492,-0.27045488,-0.2095988,-1.0099131,0.606972,-0.31426686,0.1903083,-0.31268182,-0.1337733,1.0402409,0.22439398,0.28649372,1.0645905,-0.08128571,-0.04745651,0.3228617,-0.97625893,1.4381441,0.27302888,0.19296321,0.23442581,0.0026471512,0.15267937,0.77380747,0.79194385,0.6296046,0.1425117,-0.2100503,-0.4302595,1.1596905,1.513394,-0.30429277,0.19845359,-0.17256157,-0.37053037,-0.31060278,1.1452389,0.31045702,0.5338892,0.019775448,0.37075165,-0.16088066,-0.4522923,0.60816383,-0.061327484,0.19726212,0.18979111,-0.30927685,0.04649667,-0.5469619,0.22903955,0.18833068,-0.370032,0.16724497,0.083674945,0.17863154,0.7590666,-0.33979765,0.09516715,0.15751974,-0.3133843,0.17856446,0.7415407,0.2841665,0.4054221,-0.5503917,-0.7975329,-0.81763273,-0.2972706,-0.49729642,0.7326751,-0.7260585,0.17135155,-0.781487,-0.25213122,-0.1671557,0.46741915,-0.010599874,-0.5732013,0.038167685,0.16158526,-0.25846305,0.9880517,0.09410393,-0.23915839,0.17602545,-0.16871734,0.053293567,1.1011252,-0.58894545,-0.031639323,-1.1163019,0.11394725,-0.26805523,0.03873366,-0.42430332,-0.4715511,0.31100163,0.23274527
207,#005293,-0.44682467,-0.81134963,0.4546285,-0.28921562,-0.33125746,0.3273062,-0.1818846,-0.60996115,-1.427644,-0.35654497,-0.16640162,-0.037252653,0.5890924,-0.41656166,0.10196061,0.11150732,-0.20621067,0.3404497,-0.3729558,-0.19638622,-0.40124947,0.18827616,-0.7837684,1.0163382,-0.107529975,1.2914048,-0.95888233,-0.06602608,-0.4249497,0.15195282,-0.04306397,-0.8912166,-0.839453,0.5411549,-0.248197,-0.32941702,0.12495523,-0.02259183,0.6577386,0.2964451,0.19953673,0.517386,-0.029874498,0.1216017,0.7541398,-0.7513326,0.109572545,0.5467152,0.25257963,0.21115631,0.41031337,0.08697754,0.242569,0.5307177,0.8458163,-0.54076797,-0.15946808,-0.115284935,0.61001486,0.87953013,-0.8260285,0.15598099,-0.19891077,0.10656711,-0.2139239,0.39952436,-0.25160298,0.8506697,0.15749657,0.6898769,-0.28817457,-0.14347021,0.5399367,0.031395253,0.65239,-0.03057015,0.060938377,0.13461958,-0.22708675,1.2447567,-0.8699147,-0.053675678,-0.5772005,0.26002863,-0.38697693,-0.12522322,-0.11791844,-0.13261738,-0.14811933,0.76234764,0.17709005,0.89463496,0.58316094,1.3186265,0.2313382,-0.42422062,-0.5878726,0.02007144,-0.596165,1.0994403,-0.297462,0.17174754,0.18447694,-0.13339825,-0.5516452,0.3796896,1.0392249,-0.110875845,0.24231772,0.09534019,-0.46780375,0.06827115,-0.58780795,-0.26190454,-0.22936699,-0.25491008,-0.74847525,0.5335374,0.84772116,-0.50690264,-1.0176308,-0.114083454,-0.5342346,0.03526363,0.047705077,-0.03464485,-0.46351492,-0.06840067
208,#007c30,1.0365318,-0.9226923,-0.10636841,-1.1583472,-0.5846302,0.066242754,-0.14100398,-0.2621942,0.432406,-0.30552533,-0.13576922,-0.5528597,0.11885625,0.1065227,0.48250988,-0.011574523,-0.3648944,0.13723876,0.58559203,0.04979084,-0.55849,-1.4364877,0.6031235,0.6358203,0.35831973,-0.1866054,-0.8654149,-0.3921135,-0.5922766,-0.45025778,0.6070161,0.30284977,-1.012146,-0.119008474,-0.3467741,0.4875762,1.3781844,0.0755231,0.3883218,0.09250048,-0.22255923,0.37526217,0.43268377,0.8833608,0.5217803,-0.065636635,-0.02437672,0.36570054,-0.22349942,0.15667053,0.38261032,0.4458213,-0.4226188,-1.0730864,1.0966823,0.37412798,-0.19445676,0.3691294,-0.04277307,-0.44097906,-0.5892925,-0.1739599,-0.7256012,0.39112043,0.78825027,0.40780133,0.7235735,-0.4505174,0.22596301,-0.29956496,0.309179,0.16795152,-1.5096298,0.757825,-0.7004555,-0.4905312,-0.5613345,-0.76891005,-1.2161107,-0.103418045,-0.50472456,-0.040620614,1.1466191,0.3163747,0.9386657,-1.2302878,-0.7380865,-0.08075417,1.166803,-0.16841672,-0.21303666,0.12672429,0.6124738,-0.06973433,-0.8027891,-0.356937,-0.47952008,0.3553224,0.036788214,0.6371053,1.0769893,0.1754204,0.35589117,0.32026884,0.14903377,-1.0880933,0.13181347,0.085907854,-0.5358692,0.05635405,0.7404814,0.04719326,-0.48329973,0.17815834,1.1711528,-0.80841094,-0.80190116,-0.27634662,0.40478605,0.2882407,0.68842727,0.1085544,-0.8554373,0.019022115,-0.22801241,0.13201404,1.2027396,0.23488006
209,#007c30,0.34886947,0.67827326,-0.2754634,-0.19715922,0.18654631,0.391896,0.10152972,-0.9012623,-1.2016757,0.15764827,-0.89977956,-0.44707322,1.1737502,0.26652288,-0.10087932,0.05684233,-0.6381069,0.086998045,-0.41913882,-0.52188563,-0.13873191,0.24976411,-1.0684813,-0.23559879,-0.7889637,1.2569766,-0.6312928,0.27820942,-0.27250546,-0.09902067,-0.09988145,-0.50807744,-0.834221,1.5115746,-0.29013634,0.22459722,-0.32567376,-0.10394018,0.5280008,0.42032284,0.39697844,0.93900585,-0.21040979,0.23674022,0.3962524,-0.79679257,0.95765084,-0.44806555,-0.51599735,0.11931434,0.8962523,0.33444166,0.013557055,0.9724764,0.3493395,-0.14490996,0.1804537,-0.29712617,0.89769286,1.4180179,0.28963774,0.5986654,0.06175329,-0.71233046,-0.19598629,0.4343515,0.34690145,0.34655288,-0.19910404,0.7033678,-0.4859054,-0.23093493,1.2701453,-0.064419225,0.35068592,1.0480994,-0.15649706,-0.24805464,-0.3243678,-0.14544764,-0.26017526,-0.3388855,0.23700467,-0.2323106,0.71868384,1.2357544,-0.17896438,-0.08867602,-0.415676,-0.035959225,0.23449713,1.138174,0.2991054,0.44824943,0.28940722,-0.5422633,-0.66104823,-0.0629843,-0.41151676,0.22364046,-1.5022589,0.27079597,-0.7431639,-0.11762657,-0.25915742,0.1413108,0.5377502,-0.28580633,0.3171742,-0.0917838,-0.80712,0.63321775,0.030638522,-0.5659647,-0.31227085,0.06757899,0.38534397,0.9009486,-0.74065304,-0.23807743,-1.3852041,-0.59576774,-0.2200335,0.025081985,0.16874388,-0.44966802,-0.5972465,0.5590942
210,#007c30,0.5644963,0.725195,0.06941709,-0.21158668,0.08431348,0.029776305,0.013277943,-1.2525815,-1.081436,0.19307698,-0.89029926,-0.25352207,1.4754778,0.13451795,-0.25228888,0.079996586,-0.48732555,0.22990987,-0.27780128,-0.44844642,-0.17967115,0.45596832,-0.8503598,-0.5745286,-0.98202854,1.1216938,-0.4377707,0.03781149,-0.5063166,-0.18827865,-0.10344446,-0.80780596,-0.8187638,1.7679769,-0.36298564,0.1468384,-0.25953534,-0.0016314371,0.60334176,0.57062757,0.26936415,0.78006184,-0.21015736,0.416008,0.031113604,-0.7619323,0.9203699,-0.55958396,-0.11538169,0.25124508,0.8113986,0.27005523,-0.1673676,0.85231483,0.09911894,-0.21724896,0.23595834,-0.27812016,0.7293031,1.345368,0.49677223,0.5777132,-0.11128845,-0.700648,-0.22568107,0.5189714,0.06316141,0.5488934,-0.24450046,0.49068063,-0.38180852,-0.62352145,1.3746641,-0.08389392,0.46086365,0.75918263,-0.41378215,-0.20940237,-0.17265514,-0.48281267,-0.31181192,-0.27149788,0.13796052,-0.029157039,0.8402802,1.0572809,-0.025592178,-0.053355042,-0.20942283,0.08997022,0.2238071,0.8599704,0.2804612,0.3651867,0.32143813,-0.4175069,-0.5223218,0.050120827,-0.40729097,0.37955946,-1.3509905,0.17861588,-0.7459615,-0.07510251,-0.080014214,0.19828598,0.68405634,-0.33173558,0.26566038,-0.09411204,-0.5034265,0.93911046,0.2422705,-0.23731123,-0.40797076,0.5033615,0.2556797,0.98509693,-1.2050583,-0.33052564,-1.455205,-0.6800515,0.10036613,0.02810471,0.17603698,-0.6086644,-0.79295594,0.29255512
